index,Customer ID,Recency,Frequency,Monetary,R_score,F_Score,M_Score,RFM_Score,Segment
66,12413.0,66,4,999.45,3,3,3,333,Loyal Customer
67,12414.0,216,6,952.41,2,4,3,243,At Risk
68,12415.0,23,28,144458.37,4,5,5,455,Champion
69,12416.0,656,1,202.56,1,1,1,111,Lost Customer
70,12417.0,2,20,6797.41,5,5,5,555,Champion
71,12418.0,112,4,2021.2,3,3,4,334,Loyal Customer
72,12419.0,385,2,503.01,2,2,2,222,Lost Customer
73,12420.0,63,1,600.39,3,1,2,312,Lost Customer
74,12421.0,15,6,1098.6,5,4,3,543,Loyal Customer
75,12422.0,95,17,5231.8,3,5,5,355,Loyal Customer
76,12423.0,0,10,2622.39,5,5,4,554,Champion
77,12424.0,162,4,3340.03,3,3,5,335,Loyal Customer
78,12425.0,77,2,1741.41,3,2,4,324,Lost Customer
79,12426.0,194,2,1345.21,2,2,4,224,Lost Customer
80,12427.0,21,3,825.8,4,3,3,433,Loyal Customer
81,12428.0,25,9,7956.46,4,5,5,455,Champion
82,12429.0,8,8,6204.41,5,4,5,545,Champion
83,12430.0,42,1,256.4,4,1,1,411,Potential Loyalist
84,12431.0,35,27,10432.22,4,5,5,455,Champion
85,12432.0,42,5,5059.32,4,4,5,445,Champion
86,12433.0,0,10,16794.14,5,5,5,555,Champion
87,12434.0,84,3,1103.43,3,3,3,333,Loyal Customer
88,12435.0,79,6,13925.93,3,4,5,345,Loyal Customer
89,12436.0,99,1,509.01,3,1,2,312,Lost Customer
90,12437.0,1,39,12683.4,5,5,5,555,Champion
91,12438.0,13,2,2906.85,5,2,4,524,Potential Loyalist
92,12439.0,682,2,1142.88,1,2,3,123,Lost Customer
93,12440.0,461,2,859.2,1,2,3,123,Lost Customer
94,12441.0,366,1,173.55,2,1,1,211,Lost Customer
95,12442.0,2,1,172.06,5,1,1,511,Potential Loyalist
96,12443.0,731,1,485.31,1,1,2,112,Lost Customer
97,12444.0,20,5,5005.46,4,4,5,445,Champion
98,12445.0,21,2,434.98,4,2,2,422,Potential Loyalist
99,12446.0,57,1,1002.3100000000001,4,1,3,413,Potential Loyalist
100,12447.0,242,1,476.49,2,1,2,212,Lost Customer
101,12448.0,43,1,449.45,4,1,2,412,Potential Loyalist
102,12449.0,21,6,4835.89,4,4,5,445,Champion
103,12450.0,155,5,688.2,3,4,3,343,Loyal Customer
104,12451.0,10,8,12669.88,5,4,5,545,Champion
105,12452.0,16,2,430.57,5,2,2,522,Potential Loyalist
106,12453.0,133,1,707.09,3,1,3,313,Lost Customer
107,12454.0,55,5,16679.78,4,4,5,445,Champion
108,12455.0,72,10,5879.95,3,5,5,355,Loyal Customer
109,12456.0,43,3,3181.04,4,3,5,435,Loyal Customer
110,12457.0,65,8,2995.91,3,4,5,345,Loyal Customer
111,12458.0,70,4,1777.49,3,3,4,334,Loyal Customer
112,12459.0,604,1,454.36,1,1,2,112,Lost Customer
113,12460.0,455,1,326.65,1,1,2,112,Lost Customer
114,12461.0,93,2,826.88,3,2,3,323,Lost Customer
115,12462.0,18,2,1189.59,5,2,3,523,Potential Loyalist
116,12463.0,52,4,1344.78,4,3,4,434,Loyal Customer
117,12464.0,9,8,1212.05,5,4,3,543,Loyal Customer
118,12465.0,16,2,742.1899999999999,5,2,3,523,Potential Loyalist
119,12466.0,681,1,56.73,1,1,1,111,Lost Customer
120,12467.0,422,1,132.8,1,1,1,111,Lost Customer
121,12468.0,187,5,3670.74,3,4,5,345,Loyal Customer
122,12469.0,522,2,3070.54,1,2,5,125,Lost Customer
123,12470.0,689,1,211.95,1,1,1,111,Lost Customer
124,12471.0,1,79,39918.19,5,5,5,555,Champion
125,12472.0,31,19,16249.289999999999,4,5,5,455,Champion
126,12473.0,28,5,3928.0499999999997,4,4,5,445,Champion
127,12474.0,16,31,12372.75,5,5,5,555,Champion
128,12475.0,53,2,1149.64,4,2,3,423,Potential Loyalist
129,12476.0,15,23,14083.91,5,5,5,555,Champion
130,12477.0,22,9,20276.37,4,5,5,455,Champion
131,12478.0,3,1,680.99,5,1,3,513,Potential Loyalist
132,12479.0,10,1,527.2,5,1,2,512,Potential Loyalist
133,12480.0,27,7,5464.85,4,4,5,445,Champion
134,12481.0,22,15,12185.51,4,5,5,455,Champion
135,12482.0,575,29,23691.4,1,5,5,155,At Risk
136,12483.0,16,19,5097.18,5,5,5,555,Champion
137,12484.0,32,12,6354.1,4,5,5,455,Champion
138,12485.0,528,1,708.1,1,1,3,113,Lost Customer
139,12486.0,431,1,1037.28,1,1,3,113,Lost Customer
140,12487.0,730,1,285.29999999999995,1,1,1,111,Lost Customer
141,12488.0,9,3,1298.66,5,3,4,534,Loyal Customer
142,12489.0,335,1,334.93,2,1,2,212,Lost Customer
143,12490.0,4,21,9823.64,5,5,5,555,Champion
144,12491.0,38,1,460.40000000000003,4,1,2,412,Potential Loyalist
145,12492.0,62,3,715.21,3,3,3,333,Loyal Customer
146,12493.0,165,2,433.74,3,2,2,322,Lost Customer
147,12494.0,15,9,1815.27,5,5,4,554,Champion
148,12495.0,640,1,357.4,1,1,2,112,Lost Customer
149,12496.0,619,2,45.34,1,2,1,121,Lost Customer
150,12497.0,81,3,6248.5,3,3,5,335,Loyal Customer
151,12498.0,20,3,403.70000000000005,4,3,2,432,Loyal Customer
152,12499.0,559,1,393.72,1,1,2,112,Lost Customer
153,12500.0,22,19,5955.21,4,5,5,455,Champion
154,12501.0,336,1,2169.39,2,1,4,214,Lost Customer
155,12502.0,95,5,3723.87,3,4,5,345,Loyal Customer
156,12503.0,583,1,1126.0,1,1,3,113,Lost Customer
157,12504.0,17,4,779.05,5,3,3,533,Loyal Customer
158,12505.0,408,1,955.2,2,1,3,213,Lost Customer
159,12506.0,232,1,73.5,2,1,1,211,Lost Customer
160,12507.0,133,4,1844.06,3,3,4,334,Loyal Customer
161,12508.0,25,2,397.88,4,2,2,422,Potential Loyalist
162,12509.0,283,1,176.5,2,1,1,211,Lost Customer
163,12510.0,142,9,5178.02,3,5,5,355,Loyal Customer
164,12511.0,428,1,3084.02,1,1,5,115,Lost Customer
165,12512.0,65,2,132.18,3,2,1,321,Lost Customer
166,12513.0,112,1,612.29,3,1,3,313,Lost Customer
167,12514.0,266,2,1597.76,2,2,4,224,Lost Customer
168,12515.0,352,1,383.7,2,1,2,212,Lost Customer
169,12516.0,77,4,2648.62,3,3,4,334,Loyal Customer
170,12517.0,27,5,2481.6,4,4,4,444,Champion
171,12518.0,0,5,2056.89,5,4,4,544,Champion
172,12519.0,63,2,716.54,3,2,3,323,Lost Customer
173,12520.0,78,5,2634.26,3,4,4,344,Loyal Customer
174,12521.0,142,1,599.68,3,1,2,312,Lost Customer
175,12522.0,38,2,192.72,4,2,1,421,Potential Loyalist
176,12523.0,18,23,4352.35,5,5,5,555,Champion
177,12524.0,8,17,11126.11,5,5,5,555,Champion
178,12525.0,497,3,973.73,1,3,3,133,At Risk
179,12526.0,0,3,1316.66,5,3,4,534,Loyal Customer
180,12527.0,81,5,735.51,3,4,3,343,Loyal Customer
181,12528.0,8,6,1933.48,5,4,4,544,Champion
182,12529.0,527,1,316.48,1,1,2,112,Lost Customer
183,12530.0,59,9,3759.26,3,5,5,355,Loyal Customer
184,12531.0,14,2,1933.2,5,2,4,524,Potential Loyalist
185,12532.0,29,1,349.83000000000004,4,1,2,412,Potential Loyalist
186,12533.0,627,2,1367.89,1,2,4,124,Lost Customer
187,12534.0,130,1,1089.18,3,1,3,313,Lost Customer
188,12535.0,91,2,716.35,3,2,3,323,Lost Customer
189,12536.0,42,3,12601.830000000002,4,3,5,435,Loyal Customer
190,12537.0,408,1,732.94,2,1,3,213,Lost Customer
191,12538.0,28,2,640.45,4,2,3,423,Potential Loyalist
192,12539.0,21,7,11214.75,4,4,5,445,Champion
193,12540.0,19,33,22254.49,4,5,5,455,Champion
194,12541.0,29,3,981.18,4,3,3,433,Loyal Customer
195,12542.0,483,2,481.88,1,2,2,122,Lost Customer
196,12543.0,447,1,980.25,1,1,3,113,Lost Customer
197,12544.0,35,1,372.7,4,1,2,412,Potential Loyalist
198,12545.0,74,2,1000.39,3,2,3,323,Lost Customer
199,12546.0,46,2,1161.5,4,2,3,423,Potential Loyalist
200,12547.0,197,3,383.58,2,3,2,232,At Risk
201,12548.0,165,1,95.19999999999999,3,1,1,311,Lost Customer
202,12549.0,575,6,1575.68,1,4,4,144,At Risk
203,12550.0,78,1,964.83,3,1,3,313,Lost Customer
204,12551.0,357,1,168.0,2,1,1,211,Lost Customer
205,12552.0,38,2,437.82,4,2,2,422,Potential Loyalist
206,12553.0,7,12,4608.75,5,5,5,555,Champion
207,12554.0,448,1,468.5,1,1,2,112,Lost Customer
208,12555.0,681,1,129.23,1,1,1,111,Lost Customer
209,12556.0,49,2,599.56,4,2,2,422,Potential Loyalist
210,12557.0,15,8,18096.14,5,4,5,545,Champion
211,12558.0,7,1,269.96,5,1,1,511,Potential Loyalist
212,12559.0,310,2,561.71,2,2,2,222,Lost Customer
213,12560.0,4,3,2134.01,5,3,4,534,Loyal Customer
214,12561.0,302,1,238.85,2,1,1,211,Lost Customer
215,12562.0,7,9,4966.92,5,5,5,555,Champion
216,12563.0,408,1,249.24,2,1,1,211,Lost Customer
217,12564.0,260,1,456.9,2,1,2,212,Lost Customer
218,12565.0,288,1,145.92,2,1,1,211,Lost Customer
219,12566.0,85,1,351.65,3,1,2,312,Lost Customer
220,12567.0,22,15,11767.48,4,5,5,455,Champion
221,12568.0,644,1,70.0,1,1,1,111,Lost Customer
222,12569.0,1,32,4124.69,5,5,5,555,Champion
223,12570.0,681,1,77.52,1,1,1,111,Lost Customer
224,12571.0,39,2,519.61,4,2,2,422,Potential Loyalist
225,12572.0,8,2,1020.42,5,2,3,523,Potential Loyalist
226,12573.0,226,5,717.41,2,4,3,243,At Risk
227,12574.0,315,1,218.45,2,1,1,211,Lost Customer
228,12575.0,456,2,622.8199999999999,1,2,3,123,Lost Customer
229,12576.0,35,8,2142.72,4,4,4,444,Champion
230,12577.0,34,8,1617.1,4,4,4,444,Champion
231,12578.0,20,4,4642.45,4,3,5,435,Loyal Customer
232,12579.0,77,1,440.42,3,1,2,312,Lost Customer
233,12580.0,246,2,1052.9,2,2,3,223,Lost Customer
234,12581.0,39,1,197.71,4,1,1,411,Potential Loyalist
235,12582.0,238,4,1980.4,2,3,4,234,At Risk
236,12583.0,2,27,13591.58,5,5,5,555,Champion
237,12584.0,3,9,2338.15,5,5,4,554,Champion
238,12585.0,233,2,2040.1,2,2,4,224,Lost Customer
239,12586.0,16,4,2062.67,5,3,4,534,Loyal Customer
240,12587.0,7,1,144.0,5,1,1,511,Potential Loyalist
241,12588.0,38,4,958.78,4,3,3,433,Loyal Customer
242,12589.0,28,8,4695.66,4,4,5,445,Champion
243,12590.0,210,2,9864.26,2,2,5,225,Lost Customer
244,12591.0,316,3,1338.95,2,3,4,234,At Risk
245,12592.0,91,5,2582.66,3,4,4,344,Loyal Customer
246,12593.0,108,3,418.09999999999997,3,3,2,332,Loyal Customer
247,12594.0,37,15,5090.110000000001,4,5,5,455,Champion
248,12595.0,504,1,299.02,1,1,2,112,Lost Customer
249,12596.0,50,2,618.27,4,2,3,423,Potential Loyalist
250,12597.0,18,4,3811.22,5,3,5,535,Loyal Customer
251,12598.0,9,11,4534.09,5,5,5,555,Champion
252,12599.0,28,13,2296.72,4,5,4,454,Champion
253,12600.0,28,21,4967.42,4,5,5,455,Champion
254,12601.0,189,6,681.26,2,4,3,243,At Risk
255,12602.0,58,1,153.12,4,1,1,411,Potential Loyalist
256,12603.0,21,1,739.1999999999999,4,1,3,413,Potential Loyalist
257,12604.0,78,2,254.18,3,2,1,321,Lost Customer
258,12605.0,375,4,1232.95,2,3,4,234,At Risk
259,12606.0,681,1,21.0,1,1,1,111,Lost Customer
260,12607.0,59,1,1579.51,3,1,4,314,Lost Customer
261,12608.0,404,1,415.79,2,1,2,212,Lost Customer
262,12609.0,77,9,3435.86,3,5,5,355,Loyal Customer
263,12610.0,22,5,2099.54,4,4,4,444,Champion
264,12611.0,51,1,1193.32,4,1,3,413,Potential Loyalist
265,12612.0,73,1,704.0400000000001,3,1,3,313,Lost Customer
266,12613.0,56,10,6817.37,4,5,5,455,Champion
267,12614.0,277,1,315.6,2,1,2,212,Lost Customer
268,12615.0,1,8,5740.98,5,4,5,545,Champion
269,12616.0,94,3,1131.1,3,3,3,333,Loyal Customer
270,12617.0,28,1,352.98,4,1,2,412,Potential Loyalist
271,12618.0,21,1,177.31,4,1,1,411,Potential Loyalist
272,12619.0,15,10,3781.38,5,5,5,555,Champion
273,12620.0,14,3,1339.41,5,3,4,534,Loyal Customer
274,12621.0,1,35,24311.2,5,5,5,555,Champion
275,12622.0,231,1,180.1,2,1,1,211,Lost Customer
276,12623.0,275,7,3747.84,2,4,5,245,At Risk
277,12624.0,105,2,641.13,3,2,3,323,Lost Customer
278,12625.0,211,4,5164.88,2,3,5,235,At Risk
279,12626.0,22,9,6620.48,4,5,5,455,Champion
280,12627.0,10,7,4478.53,5,4,5,545,Champion
281,12628.0,3,3,786.46,5,3,3,533,Loyal Customer
282,12629.0,385,2,1558.22,2,2,4,224,Lost Customer
283,12630.0,9,2,1270.88,5,2,4,524,Potential Loyalist
284,12631.0,56,6,3481.57,4,4,5,445,Champion
285,12632.0,520,2,804.88,1,2,3,123,Lost Customer
286,12633.0,58,7,5678.16,4,4,5,445,Champion
287,12634.0,535,2,490.0,1,2,2,122,Lost Customer
288,12635.0,89,4,2930.41,3,3,5,335,Loyal Customer
289,12636.0,738,1,141.0,1,1,1,111,Lost Customer
290,12637.0,66,12,8283.81,3,5,5,355,Loyal Customer
291,12638.0,32,2,921.49,4,2,3,423,Potential Loyalist
292,12639.0,238,3,1312.37,2,3,4,234,At Risk
293,12640.0,23,3,1174.58,4,3,3,433,Loyal Customer
294,12641.0,114,1,185.9,3,1,1,311,Lost Customer
295,12642.0,24,3,1013.26,4,3,3,433,Loyal Customer
296,12643.0,127,12,8304.82,3,5,5,355,Loyal Customer
297,12644.0,129,4,1918.49,3,3,4,334,Loyal Customer
298,12645.0,33,8,3539.3,4,4,5,445,Champion
299,12646.0,4,2,1346.97,5,2,4,524,Potential Loyalist
300,12647.0,21,36,16955.55,4,5,5,455,Champion
301,12648.0,154,4,1112.0,3,3,3,333,Loyal Customer
302,12649.0,106,8,2294.65,3,4,4,344,Loyal Customer
303,12650.0,2,1,314.44,5,1,2,512,Potential Loyalist
304,12651.0,334,4,377.75,2,3,2,232,At Risk
305,12652.0,330,2,1017.03,2,2,3,223,Lost Customer
306,12653.0,148,3,4160.83,3,3,5,335,Loyal Customer
307,12654.0,10,5,601.98,5,4,2,542,Loyal Customer
308,12655.0,423,1,261.35,1,1,1,111,Lost Customer
309,12656.0,16,8,6407.83,5,4,5,545,Champion
310,12657.0,10,4,1643.18,5,3,4,534,Loyal Customer
311,12658.0,18,1,686.05,5,1,3,513,Potential Loyalist
312,12659.0,29,1,91.68,4,1,1,411,Potential Loyalist
313,12660.0,10,1,245.1,5,1,1,511,Potential Loyalist
314,12661.0,435,1,162.0,1,1,1,111,Lost Customer
315,12662.0,0,20,6726.54,5,5,5,555,Champion
316,12663.0,624,2,239.4,1,2,1,121,Lost Customer
317,12664.0,7,11,6070.04,5,5,5,555,Champion
318,12665.0,324,3,313.6,2,3,2,232,At Risk
319,12666.0,393,1,1248.42,2,1,4,214,Lost Customer
320,12667.0,57,1,620.13,4,1,3,413,Potential Loyalist
321,12668.0,11,10,11383.03,5,5,5,555,Champion
322,12669.0,150,3,2744.0299999999997,3,3,4,334,Loyal Customer
323,12670.0,9,7,3760.29,5,4,5,545,Champion
324,12671.0,605,1,2622.481,1,1,4,114,Lost Customer
325,12672.0,329,2,437.05,2,2,2,222,Lost Customer
326,12673.0,4,3,1230.02,5,3,4,534,Loyal Customer
327,12674.0,38,4,1970.6,4,3,4,434,Loyal Customer
328,12675.0,553,2,957.25,1,2,3,123,Lost Customer
329,12676.0,24,11,2843.09,4,5,4,454,Champion
330,12677.0,554,2,395.1,1,2,2,122,Lost Customer
331,12678.0,41,21,34281.18,4,5,5,455,Champion
332,12679.0,58,4,1113.02,4,3,3,433,Loyal Customer
333,12680.0,0,4,880.81,5,3,3,533,Loyal Customer
334,12681.0,14,45,29834.76,5,5,5,555,Champion
335,12682.0,3,52,22950.22,5,5,5,555,Champion
336,12683.0,3,21,11633.7,5,5,5,555,Champion
337,12684.0,7,7,2283.63,5,4,4,544,Champion
338,12685.0,27,6,2863.08,4,4,4,444,Champion
339,12686.0,371,1,89.14,2,1,1,211,Lost Customer
340,12687.0,480,2,2138.91,1,2,4,124,Lost Customer
341,12688.0,113,1,4873.8099999999995,3,1,5,315,Lost Customer
342,12689.0,25,2,1247.61,4,2,4,424,Potential Loyalist
343,12690.0,205,1,389.01,2,1,2,212,Lost Customer
344,12691.0,27,7,1170.4,4,4,3,443,Loyal Customer
345,12692.0,636,1,110.95,1,1,1,111,Lost Customer
346,12693.0,126,7,1703.02,3,4,4,344,Loyal Customer
347,12694.0,69,3,1843.35,3,3,4,334,Loyal Customer
348,12695.0,6,7,1407.1200000000001,5,4,4,544,Champion
349,12696.0,434,2,851.91,1,2,3,123,Lost Customer
350,12697.0,28,3,957.59,4,3,3,433,Loyal Customer
351,12698.0,589,1,339.75,1,1,2,112,Lost Customer
352,12699.0,417,1,638.11,1,1,3,113,Lost Customer
353,12700.0,7,4,4939.99,5,3,5,535,Loyal Customer
354,12701.0,79,6,2446.41,3,4,4,344,Loyal Customer
355,12702.0,19,1,219.0,4,1,1,411,Potential Loyalist
356,12703.0,70,4,1006.53,3,3,3,333,Loyal Customer
357,12704.0,6,8,2340.84,5,4,4,544,Champion
358,12705.0,14,14,11762.1,5,5,5,555,Champion
359,12707.0,291,1,603.42,2,1,2,212,Lost Customer
360,12708.0,29,18,5117.66,4,5,5,455,Champion
361,12709.0,14,34,30291.76,5,5,5,555,Champion
362,12710.0,96,3,1149.02,3,3,3,333,Loyal Customer
363,12711.0,611,2,1339.05,1,2,4,124,Lost Customer
364,12712.0,28,21,6723.03,4,5,5,455,Champion
365,12713.0,0,1,848.55,5,1,3,513,Potential Loyalist
366,12714.0,8,12,14093.71,5,5,5,555,Champion
367,12715.0,105,1,343.36,3,1,2,312,Lost Customer
368,12716.0,3,2,1053.49,5,2,3,523,Potential Loyalist
369,12717.0,150,3,1308.91,3,3,4,334,Loyal Customer
370,12718.0,70,1,238.25,3,1,1,311,Lost Customer
371,12719.0,4,2,644.95,5,2,3,523,Potential Loyalist
372,12720.0,2,30,7787.28,5,5,5,555,Champion
373,12721.0,31,8,4013.08,4,4,5,445,Champion
374,12722.0,84,4,997.63,3,3,3,333,Loyal Customer
375,12723.0,3,5,725.07,5,4,3,543,Loyal Customer
376,12724.0,4,7,2317.52,5,4,4,544,Champion
377,12725.0,370,4,2266.76,2,3,4,234,At Risk
378,12726.0,27,11,4014.6,4,5,5,455,Champion
379,12727.0,10,10,5679.53,5,5,5,555,Champion
380,12728.0,70,5,1070.17,3,4,3,343,Loyal Customer
381,12729.0,113,1,453.01,3,1,2,312,Lost Customer
382,12730.0,521,1,829.25,1,1,3,113,Lost Customer
383,12731.0,23,17,25775.71,4,5,5,455,Champion
384,12732.0,179,1,236.26000000000002,3,1,1,311,Lost Customer
385,12733.0,233,4,2424.87,2,3,4,234,At Risk
386,12734.0,352,3,639.65,2,3,3,233,At Risk
387,12735.0,314,2,779.5699999999999,2,2,3,223,Lost Customer
388,12736.0,332,1,234.0,2,1,1,211,Lost Customer
389,12737.0,498,2,3710.5,1,2,5,125,Lost Customer
390,12738.0,371,1,155.35,2,1,1,211,Lost Customer
391,12739.0,77,4,2726.73,3,3,4,334,Loyal Customer
392,12740.0,63,1,427.6,3,1,2,312,Lost Customer
393,12741.0,528,2,406.07,1,2,2,122,Lost Customer
394,12742.0,625,1,1201.52,1,1,3,113,Lost Customer
395,12743.0,133,2,540.13,3,2,2,322,Lost Customer
396,12744.0,51,11,25317.06,4,5,5,455,Champion
397,12745.0,486,3,925.41,1,3,3,133,At Risk
398,12746.0,540,1,254.55,1,1,1,111,Lost Customer
399,12747.0,1,26,8898.48,5,5,5,555,Champion
400,12748.0,0,337,53539.64,5,5,5,555,Champion
401,12749.0,3,9,6897.36,5,5,5,555,Champion
402,12750.0,128,1,275.88,3,1,1,311,Lost Customer
403,12751.0,444,1,268.27,1,1,1,111,Lost Customer
404,12752.0,80,1,4366.78,3,1,5,315,Lost Customer
405,12753.0,22,6,21429.39,4,4,5,445,Champion
406,12754.0,235,3,3010.74,2,3,5,235,At Risk
407,12755.0,280,11,5236.259999999999,2,5,5,255,At Risk
408,12756.0,86,1,112.07999999999998,3,1,1,311,Lost Customer
409,12757.0,15,13,7834.650000000001,5,5,5,555,Champion
410,12758.0,116,7,9903.24,3,4,5,345,Loyal Customer
411,12759.0,51,8,5020.74,4,4,5,445,Champion
412,12760.0,455,1,347.8,1,1,2,112,Lost Customer
413,12761.0,457,2,782.95,1,2,3,123,Lost Customer
414,12762.0,7,2,1898.52,5,2,4,524,Potential Loyalist
415,12763.0,137,2,494.08,3,2,2,322,Lost Customer
416,12764.0,316,1,1693.88,2,1,4,214,Lost Customer
417,12765.0,471,6,1404.58,1,4,4,144,At Risk
418,12766.0,3,9,8918.99,5,5,5,555,Champion
419,12767.0,375,1,949.82,2,1,3,213,Lost Customer
420,12768.0,450,1,168.69000000000003,1,1,1,111,Lost Customer
421,12769.0,238,1,1143.6,2,1,3,213,Lost Customer
422,12770.0,210,2,3246.45,2,2,5,225,Lost Customer
423,12771.0,485,1,282.3,1,1,1,111,Lost Customer
424,12772.0,59,1,892.47,3,1,3,313,Lost Customer
425,12773.0,563,1,124.25,1,1,1,111,Lost Customer
426,12774.0,535,1,98.7,1,1,1,111,Lost Customer
427,12775.0,16,7,1686.12,5,4,4,544,Champion
428,12776.0,667,1,55.5,1,1,1,111,Lost Customer
429,12777.0,457,1,519.45,1,1,2,112,Lost Customer
430,12778.0,19,9,1775.68,4,5,4,454,Champion
431,12779.0,37,14,6474.11,4,5,5,455,Champion
432,12780.0,598,1,337.4,1,1,2,112,Lost Customer
433,12781.0,63,2,826.74,3,2,3,323,Lost Customer
434,12782.0,4,11,4618.24,5,5,5,555,Champion
435,12783.0,1,6,2225.91,5,4,4,544,Champion
436,12784.0,8,3,1763.15,5,3,4,534,Loyal Customer
437,12785.0,363,3,1100.4,2,3,3,233,At Risk
438,12786.0,609,1,728.5,1,1,3,113,Lost Customer
439,12787.0,9,4,862.18,5,3,3,533,Loyal Customer
440,12788.0,462,4,444.9,1,3,2,132,At Risk
441,12789.0,64,3,273.35,3,3,1,331,Loyal Customer
442,12790.0,191,2,591.85,2,2,2,222,Lost Customer
443,12791.0,373,6,863.51,2,4,3,243,At Risk
444,12792.0,256,2,827.01,2,2,3,223,Lost Customer
445,12793.0,334,3,885.53,2,3,3,233,At Risk
446,12794.0,52,2,860.41,4,2,3,423,Potential Loyalist
447,12795.0,18,1,430.48,5,1,2,512,Potential Loyalist
448,12796.0,627,1,381.0,1,1,2,112,Lost Customer
449,12797.0,365,2,552.08,2,2,2,222,Lost Customer
450,12798.0,9,4,8510.93,5,3,5,535,Loyal Customer
451,12799.0,528,1,219.35,1,1,1,111,Lost Customer
452,12800.0,469,3,584.25,1,3,2,132,At Risk
453,12801.0,500,1,1071.82,1,1,3,113,Lost Customer
454,12802.0,186,7,2416.42,3,4,4,344,Loyal Customer
455,12803.0,392,1,1092.81,2,1,3,213,Lost Customer
456,12804.0,465,2,325.37,1,2,2,122,Lost Customer
